"status_id","user_id","screen_name","text","source"
"1517262318220058625","1068090914994823168","ExquisiteWill","My Uber driver just asked if I was at my school on scholarship????","Twitter for iPhone"
"1517262310624145410","256170530","veekt0rr","Ô @Uber_Brasil, me explica como ir pra um destino a 9km tá mais barato que um a 6km???? @Uber_Support https://t.co/mlwBbHxn9X","Twitter for Android"
"1517262295792947201","1293652553339564032","macadelliicc","urge to sing Je te veux by malice in this uber https://t.co/EJQ8SwgNAx","Twitter for iPhone"
"1517236943800750083","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0520","Botbird tweets"
"1517244440909430785","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0550","Botbird tweets"
"1517259523488161793","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0650","Botbird tweets"
"1517211717935280135","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0340","Botbird tweets"
"1517214190154432514","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0350","Botbird tweets"
"1517219243556757504","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0410","Botbird tweets"
"1517209170772205568","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0330","Botbird tweets"
"1517249486199791616","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0610","Botbird tweets"
"1517262272887939072","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0700","Botbird tweets"
"1517204203189506049","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0310","Botbird tweets"
"1517247273385795584","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0600","Botbird tweets"
"1517206689027612675","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0320","Botbird tweets"
"1517251974357471233","1493904477203894272","Menu_Uber_2022","<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30C7><U+30D3><U+30E5><U+30FC>!! 
<U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4><U+30AF><U+30FC><U+30DD><U+30F3><U+767A><U+884C><U+4E2D>! 
<U+521D><U+56DE><U+304B><U+3089>3<U+56DE><U+76EE><U+307E><U+3067><U+3001><U+5168><U+3066>1,800<U+5186><U+5272><U+5F15><U+3068><U+306A><U+308A><U+5B9F><U+8CEA><U+7121><U+6599>! <U+2193><U+6CE8><U+6587><U+753B><U+9762><U+3067><U+3053><U+3061><U+3089><U+306E><U+30B3><U+30FC><U+30C9><U+3092><U+5165><U+529B> 

<U+3010>eats-jkafka<U+3011>

UberEats <U+30A6><U+30FC><U+30D0><U+30FC><U+30A4><U+30FC><U+30C4>

<U+30E1><U+30CB><U+30E5><U+30FC><U+306E><U+30AF><U+30FC><U+30DD><U+30F3><U+3082>!<U+2193>

<U+3010>tpg-3uhchc<U+3011>

2,500<U+5186><U+5272><U+5F15><U+3067>2<U+56DE><U+3082><U+5229><U+7528><U+53EF><U+80FD>!
menu <U+30E1><U+30CB><U+30E5><U+30FC>0620","Botbird tweets"
